189.78	151.69
190.172	151.69
190.563	151.69
190.955	54.52
191.346	27.4
191.738	13.84
192.129	22.88
192.521	22.88
192.912	-69.77
193.303	-17.8
193.694	-49.43
194.086	-44.91
194.477	-8.76
194.868	-13.28
195.259	22.88
195.65	0.28
196.041	11.58
196.432	-6.5
196.823	38.7
197.214	29.66
197.605	34.18
197.996	27.4
198.386	68.08
198.777	29.66
199.168	203.67
199.559	666.93
199.949	752.81
200.34	777.66
200.73	791.22
201.121	813.82
201.511	872.58
201.902	809.3
202.292	811.56
202.683	883.88
203.073	845.46
203.463	883.88
203.854	818.34
204.244	901.95
204.634	922.29
205.024	906.47
205.414	904.21
205.804	870.32
206.194	845.46
206.584	908.73
206.974	996.87
207.364	913.25
207.754	888.39
208.144	1019.46
208.534	899.69
208.923	933.59
209.313	1012.69
209.703	947.15
210.093	901.95
210.482	933.59
210.872	965.23
211.261	978.79
211.651	1017.2
212.04	881.62
212.43	1026.24
212.819	1012.69
213.208	983.31
213.598	1044.32
213.987	915.51
214.376	962.97
214.765	972.01
215.154	1118.9
215.544	981.05
215.933	1055.62
216.322	1008.17
216.711	1037.54
217.1	1062.4
217.488	1087.26
217.877	1055.62
218.266	1091.78
218.655	1066.92
219.044	1039.8
219.432	1091.78
219.821	1132.46
220.21	1123.42
220.598	1134.72
220.987	1112.12
221.375	1103.08
221.764	1057.88
222.152	1127.94
222.541	1105.34
222.929	1279.34
223.318	1132.46
223.706	1143.76
224.094	1179.91
224.482	1254.49
224.87	1191.21
225.259	1222.85
225.647	1227.37
226.035	1195.73
226.423	1136.98
226.811	1362.96
227.199	1231.89
227.587	1265.79
227.974	1274.83
228.362	1277.09
228.75	1383.3
229.138	1326.8
229.526	1338.1
229.913	1381.04
230.301	1338.1
230.688	1401.38
231.076	1462.39
231.464	1439.79
231.851	1451.09
232.238	1399.12
232.626	1582.16
233.013	1473.69
233.401	1516.63
233.788	1516.63
234.175	1568.6
234.562	1638.66
234.949	1616.06
235.337	1652.22
235.724	1661.26
